RecordingID,EventType,SiteID,EventID,EventRow,StartFrame,EndFrame,DetectedStartFrame,DetectedEndFrame,FootprintPixels,BaselineWindowFrames,CleanBaselineFrames,TruncatedBaseline,OverlapExcludedFrames,NonfiniteBaselineFrames,StoredBaseline,RecomputedBaseline,StoredStatus,RecomputedStatus,StoredAmplitude,RecomputedAmplitude,AbsDifference,MeasurementMatches,WrongDirection,Condition,SourceRawSHA256,Session,Case,Role
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,1,11,5,15,5,15,788,20,4,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,2,12,17,53,18,46,3342,20,5,1,11,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,3,13,209,214,209,214,470,20,20,0,0,0,132.355744680851,132.355744680851,valid,valid,0.0815050347869701,0.0815050347869701,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,4,14,219,227,219,227,783,20,13,0,7,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,5,15,234,239,237,239,382,20,10,0,10,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,6,16,252,332,252,332,2447,20,13,0,7,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,7,17,335,338,335,338,334,20,2,0,18,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,8,18,340,361,340,355,1453,20,3,0,17,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,9,19,403,408,405,408,318,20,15,0,5,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,10,20,481,486,482,486,415,20,20,0,0,0,104.163253012048,104.163253012048,valid,valid,0.0880163783680621,0.0880163783680621,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,11,21,503,507,504,507,466,20,16,0,4,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,12,22,546,550,546,549,467,20,20,0,0,0,104.033190578158,104.033190578158,valid,valid,0.0721335432811552,0.0721335432811552,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,13,23,573,576,573,575,800,20,20,0,0,0,95.414875,95.414875,valid,valid,0.0714629139324449,0.0714629139324449,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,4,14,24,580,600,580,600,1639,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,5,1,25,12,17,12,17,579,20,11,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,5,2,26,23,41,23,33,907,20,14,0,6,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,5,3,27,81,86,81,86,284,20,20,0,0,0,98.1022887323943,98.1022887323943,valid,valid,0.0200297548010572,0.0200297548010572,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,5,4,28,90,108,90,108,893,20,3,0,17,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,6,1,29,14,40,28,30,506,20,13,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,6,2,30,123,131,125,128,797,20,20,0,0,0,120.457465495609,120.457465495609,valid,valid,0.0826897877810023,0.0826897877810023,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,1,31,11,14,11,13,324,20,10,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,2,32,95,99,97,99,504,20,20,0,0,0,97.3607142857143,97.3607142857143,valid,valid,0.0835503711040192,0.0835503711040192,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,3,33,102,105,102,104,438,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,4,34,122,131,124,130,564,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,5,35,194,208,199,208,760,20,20,0,0,0,99.2134868421053,99.2134868421053,valid,valid,0.0844570288021909,0.0844570288021909,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,6,36,241,254,245,254,515,20,19,0,1,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,7,37,318,347,335,347,581,20,20,0,0,0,95.7336488812392,95.7336488812392,valid,valid,0.086086702474324,0.086086702474324,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,8,38,374,401,394,399,844,20,20,0,0,0,92.0095379146919,92.0095379146919,valid,valid,0.0977135715762003,0.0977135715762003,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,7,9,39,557,570,567,570,794,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,8,1,40,155,160,157,160,436,20,15,0,5,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,8,2,41,164,167,164,166,320,20,16,0,4,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,8,3,42,229,240,232,234,383,20,20,0,0,0,105.587467362924,105.587467362924,valid,valid,0.128313550939664,0.128313550939664,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,8,4,43,486,500,488,500,811,20,17,0,3,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,9,1,44,219,243,225,242,1916,20,20,0,0,0,113.789613778706,113.789613778706,valid,valid,0.134780197678296,0.134780197678296,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,9,2,45,354,359,356,359,1329,20,20,0,0,0,111.681038374718,111.681038374718,valid,valid,0.145428538896311,0.145428538896311,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,9,3,46,361,374,361,371,1139,20,16,0,4,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,9,4,47,452,458,454,458,361,20,18,0,2,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,9,5,48,469,479,470,472,294,20,20,0,0,0,99.5045918367347,99.5045918367347,valid,valid,0.0656432291266086,0.0656432291266086,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,1,49,18,41,28,39,1275,20,17,1,0,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,2,50,94,106,98,103,610,20,20,0,0,0,99.5355737704918,99.5355737704918,valid,valid,0.0641619192083891,0.0641619192083891,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,3,51,220,233,226,232,664,20,20,0,0,0,105.099322289157,105.099322289157,valid,valid,0.116842287021958,0.116842287021958,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,4,52,240,246,241,246,1265,20,13,0,7,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,5,53,249,255,249,254,933,20,10,0,10,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,6,54,381,401,394,399,1005,20,20,0,0,0,98.6279104477612,98.6279104477612,valid,valid,0.0786114553871251,0.0786114553871251,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,7,55,446,451,448,451,435,20,20,0,0,0,99.0898850574713,99.0898850574713,valid,valid,0.0438264573439649,0.0438264573439649,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,8,56,455,461,455,457,481,20,16,0,4,0,NaN,NaN,insufficient_clean_prebaseline,insufficient_clean_prebaseline,NaN,NaN,NaN,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,10,9,57,588,596,592,596,654,20,20,0,0,0,92.2361620795107,92.2361620795107,valid,valid,0.0714568125134175,0.0714568125134175,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,11,1,58,82,97,85,96,1100,20,20,0,0,0,76.5048181818182,76.5048181818182,valid,valid,0.0448373423896056,0.0448373423896056,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,11,2,59,311,315,312,315,309,20,20,0,0,0,75.6503236245955,75.6503236245955,valid,valid,0.107800966377837,0.107800966377837,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,11,3,60,393,403,399,401,287,20,20,0,0,0,82.9418118466899,82.9418118466899,valid,valid,0.0852913129140532,0.0852913129140532,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,11,4,61,468,477,472,475,583,20,20,0,0,0,78.2496569468268,78.2496569468268,valid,valid,0.0553172926957852,0.0553172926957852,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,11,5,62,531,546,533,536,549,20,20,0,0,0,78.7706739526412,78.7706739526412,valid,valid,0.070253046009837,0.070253046009837,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,12,1,63,41,47,41,43,436,20,20,0,0,0,125.492889908257,125.492889908257,valid,valid,0.0521229135025378,0.0521229135025378,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,12,2,64,453,473,465,471,1339,20,20,0,0,0,109.720500373413,109.720500373413,valid,valid,0.078199580371744,0.078199580371744,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
/Users/zcm361/Documents/Github/OxygenDynamicsV2/reference-validation/smooth-surge-audit-20260909/M400-01-baseline-awake/control,sink,13,1,65,107,124,109,124,2086,20,20,0,0,0,98.5948465963566,98.5948465963566,valid,valid,0.105562169477779,0.105562169477779,0,1,0,KnownSignal,c209b6eba3f0dbef8a299556e1bc9592275d34ed01201a680a190bc279b44635,M400-01-baseline-awake,control,BOI_reference
